ShipmentID,DepartureDate,DepartureHour,TimeBlock_3HR,DayOfWeek,LaneID,CustomerID,ServiceID,Weight_KG,DelayMinutes,Volume
SHP-106978,25/03/2026,16,3pm - 6pm,Wednesday,LANE-105,CUST-001,SRV-01,2218,2,1
SHP-106979,27/03/2026,3,3am - 6am,Friday,LANE-101,CUST-003,SRV-02,17283,19,1
SHP-106980,04/03/2026,6,6am - 9am,Wednesday,LANE-104,CUST-006,SRV-04,20587,2,1
SHP-106981,03/03/2026,12,12pm - 3pm,Tuesday,LANE-101,CUST-003,SRV-01,10171,36,1
SHP-106982,02/03/2026,18,6pm - 9pm,Monday,LANE-105,CUST-005,SRV-01,14276,32,1
SHP-106983,03/03/2026,17,3pm - 6pm,Tuesday,LANE-105,CUST-001,SRV-04,2531,26,1
SHP-106984,16/03/2026,17,3pm - 6pm,Monday,LANE-102,CUST-006,SRV-03,7832,2,1
SHP-106985,20/03/2026,7,6am - 9am,Friday,LANE-106,CUST-004,SRV-02,17422,5,1
SHP-106986,09/03/2026,9,9am - 12pm,Monday,LANE-106,CUST-005,SRV-03,1686,7,1
SHP-106987,06/03/2026,9,9am - 12pm,Friday,LANE-101,CUST-004,SRV-01,19094,14,1
SHP-106988,26/03/2026,6,6am - 9am,Thursday,LANE-102,CUST-003,SRV-03,9255,3,1
SHP-106989,15/03/2026,3,3am - 6am,Sunday,LANE-102,CUST-006,SRV-03,5982,1,1
SHP-106990,05/03/2026,18,6pm - 9pm,Thursday,LANE-102,CUST-005,SRV-01,23452,11,1
SHP-106991,29/03/2026,7,6am - 9am,Sunday,LANE-103,CUST-002,SRV-03,13961,9,1
SHP-106992,09/03/2026,7,6am - 9am,Monday,LANE-103,CUST-005,SRV-02,19593,8,1
SHP-106993,24/03/2026,5,3am - 6am,Tuesday,LANE-101,CUST-005,SRV-02,16702,0,1
SHP-106994,06/03/2026,18,6pm - 9pm,Friday,LANE-101,CUST-003,SRV-02,21587,9,1
SHP-106995,03/03/2026,13,12pm - 3pm,Tuesday,LANE-104,CUST-001,SRV-02,8967,2,1
SHP-106996,23/03/2026,15,3pm - 6pm,Monday,LANE-103,CUST-003,SRV-01,12449,6,1
SHP-106997,31/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-003,SRV-01,11846,5,1
SHP-106998,13/03/2026,8,6am - 9am,Friday,LANE-102,CUST-003,SRV-04,12593,10,1
SHP-106999,26/03/2026,14,12pm - 3pm,Thursday,LANE-103,CUST-004,SRV-02,24829,5,1
SHP-107000,22/03/2026,3,3am - 6am,Sunday,LANE-104,CUST-006,SRV-01,5504,8,1
SHP-107001,28/03/2026,6,6am - 9am,Saturday,LANE-101,CUST-002,SRV-01,8038,24,1
SHP-107002,15/03/2026,17,3pm - 6pm,Sunday,LANE-107,CUST-004,SRV-01,2023,18,1
SHP-107003,11/03/2026,16,3pm - 6pm,Wednesday,LANE-103,CUST-005,SRV-03,6223,26,1
SHP-107004,30/03/2026,8,6am - 9am,Monday,LANE-104,CUST-003,SRV-01,6139,18,1
SHP-107005,16/03/2026,8,6am - 9am,Monday,LANE-107,CUST-006,SRV-03,1000,6,1
SHP-107006,15/03/2026,12,12pm - 3pm,Sunday,LANE-101,CUST-001,SRV-02,3017,10,1
SHP-107007,24/03/2026,0,12am - 3am,Tuesday,LANE-104,CUST-003,SRV-01,16115,12,1
SHP-107008,28/03/2026,7,6am - 9am,Saturday,LANE-103,CUST-004,SRV-01,21071,11,1
SHP-107009,06/03/2026,7,6am - 9am,Friday,LANE-101,CUST-006,SRV-03,2820,12,1
SHP-107010,14/03/2026,7,6am - 9am,Saturday,LANE-104,CUST-002,SRV-01,6683,12,1
SHP-107011,11/03/2026,17,3pm - 6pm,Wednesday,LANE-101,CUST-004,SRV-02,23261,13,1
SHP-107012,26/03/2026,7,6am - 9am,Thursday,LANE-105,CUST-003,SRV-03,3876,13,1
SHP-107013,20/03/2026,6,6am - 9am,Friday,LANE-102,CUST-006,SRV-01,987,10,1
SHP-107014,10/03/2026,11,9am - 12pm,Tuesday,LANE-105,CUST-002,SRV-03,7217,3,1
SHP-107015,16/03/2026,17,3pm - 6pm,Monday,LANE-107,CUST-001,SRV-01,7430,8,1
SHP-107016,12/03/2026,7,6am - 9am,Thursday,LANE-106,CUST-004,SRV-01,5156,7,1
SHP-107017,07/03/2026,5,3am - 6am,Saturday,LANE-103,CUST-006,SRV-01,20761,14,1
SHP-107018,07/03/2026,8,6am - 9am,Saturday,LANE-101,CUST-004,SRV-02,23109,24,1
SHP-107019,27/03/2026,16,3pm - 6pm,Friday,LANE-107,CUST-006,SRV-02,20529,24,1
SHP-107020,24/03/2026,12,12pm - 3pm,Tuesday,LANE-104,CUST-005,SRV-02,11088,3,1
SHP-107021,18/03/2026,17,3pm - 6pm,Wednesday,LANE-102,CUST-006,SRV-02,22472,7,1
SHP-107022,15/03/2026,19,6pm - 9pm,Sunday,LANE-103,CUST-002,SRV-01,22832,24,1
SHP-107023,27/03/2026,17,3pm - 6pm,Friday,LANE-101,CUST-004,SRV-01,23339,10,1
SHP-107024,06/03/2026,13,12pm - 3pm,Friday,LANE-103,CUST-005,SRV-02,2426,14,1
SHP-107025,30/03/2026,10,9am - 12pm,Monday,LANE-101,CUST-001,SRV-02,8599,16,1
SHP-107026,19/03/2026,4,3am - 6am,Thursday,LANE-102,CUST-006,SRV-04,11491,0,1
SHP-107027,08/03/2026,21,9pm - 12am,Sunday,LANE-103,CUST-004,SRV-02,19946,6,1
SHP-107028,20/03/2026,8,6am - 9am,Friday,LANE-107,CUST-004,SRV-04,22936,8,1
SHP-107029,15/03/2026,6,6am - 9am,Sunday,LANE-104,CUST-003,SRV-02,23609,51,1
SHP-107030,30/03/2026,15,3pm - 6pm,Monday,LANE-102,CUST-004,SRV-01,10267,24,1
SHP-107031,04/03/2026,7,6am - 9am,Wednesday,LANE-101,CUST-001,SRV-01,1089,41,1
SHP-107032,18/03/2026,13,12pm - 3pm,Wednesday,LANE-105,CUST-006,SRV-04,21380,14,1
SHP-107033,13/03/2026,13,12pm - 3pm,Friday,LANE-103,CUST-005,SRV-01,24948,7,1
SHP-107034,22/03/2026,9,9am - 12pm,Sunday,LANE-101,CUST-006,SRV-01,15135,49,1
SHP-107035,22/03/2026,17,3pm - 6pm,Sunday,LANE-104,CUST-002,SRV-01,6837,11,1
SHP-107036,01/03/2026,7,6am - 9am,Sunday,LANE-102,CUST-001,SRV-01,20765,9,1
SHP-107037,28/03/2026,9,9am - 12pm,Saturday,LANE-103,CUST-002,SRV-04,21337,60,1
SHP-107038,08/03/2026,12,12pm - 3pm,Sunday,LANE-106,CUST-001,SRV-01,11169,9,1
SHP-107039,19/03/2026,15,3pm - 6pm,Thursday,LANE-101,CUST-006,SRV-03,13399,2,1
SHP-107040,17/03/2026,16,3pm - 6pm,Tuesday,LANE-102,CUST-006,SRV-01,23082,6,1
SHP-107041,10/03/2026,8,6am - 9am,Tuesday,LANE-102,CUST-005,SRV-02,19429,9,1
SHP-107042,01/03/2026,14,12pm - 3pm,Sunday,LANE-101,CUST-003,SRV-02,4360,21,1
SHP-107043,01/03/2026,6,6am - 9am,Sunday,LANE-106,CUST-005,SRV-03,24440,8,1
SHP-107044,21/03/2026,18,6pm - 9pm,Saturday,LANE-106,CUST-006,SRV-03,8429,12,1
SHP-107045,05/03/2026,8,6am - 9am,Thursday,LANE-104,CUST-002,SRV-02,10395,33,1
SHP-107046,01/03/2026,16,3pm - 6pm,Sunday,LANE-106,CUST-002,SRV-01,24394,17,1
SHP-107047,21/03/2026,2,12am - 3am,Saturday,LANE-102,CUST-006,SRV-02,5101,8,1
SHP-107048,23/03/2026,6,6am - 9am,Monday,LANE-101,CUST-004,SRV-02,21248,6,1
SHP-107049,21/03/2026,10,9am - 12pm,Saturday,LANE-101,CUST-006,SRV-03,23115,12,1
SHP-107050,25/03/2026,17,3pm - 6pm,Wednesday,LANE-104,CUST-003,SRV-01,1886,51,1
SHP-107051,20/03/2026,12,12pm - 3pm,Friday,LANE-103,CUST-005,SRV-02,13263,12,1
SHP-107052,13/03/2026,18,6pm - 9pm,Friday,LANE-106,CUST-006,SRV-01,18999,2,1
SHP-107053,09/03/2026,10,9am - 12pm,Monday,LANE-103,CUST-005,SRV-02,18058,2,1
SHP-107054,16/03/2026,10,9am - 12pm,Monday,LANE-101,CUST-002,SRV-02,13540,1,1
SHP-107055,28/03/2026,6,6am - 9am,Saturday,LANE-106,CUST-003,SRV-01,17563,2,1
SHP-107056,08/03/2026,17,3pm - 6pm,Sunday,LANE-103,CUST-005,SRV-01,5936,27,1
SHP-107057,14/03/2026,7,6am - 9am,Saturday,LANE-107,CUST-003,SRV-02,24621,4,1
SHP-107058,29/03/2026,18,6pm - 9pm,Sunday,LANE-103,CUST-003,SRV-03,15687,0,1
SHP-107059,17/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-005,SRV-01,6660,14,1
SHP-107060,29/03/2026,18,6pm - 9pm,Sunday,LANE-106,CUST-006,SRV-02,21521,0,1
SHP-107061,04/03/2026,11,9am - 12pm,Wednesday,LANE-106,CUST-003,SRV-03,16011,0,1
SHP-107062,07/03/2026,15,3pm - 6pm,Saturday,LANE-103,CUST-006,SRV-03,10211,4,1
SHP-107063,17/03/2026,16,3pm - 6pm,Tuesday,LANE-101,CUST-001,SRV-03,8402,0,1
SHP-107064,28/03/2026,6,6am - 9am,Saturday,LANE-101,CUST-002,SRV-02,20947,8,1
SHP-107065,24/03/2026,13,12pm - 3pm,Tuesday,LANE-102,CUST-003,SRV-01,20465,14,1
SHP-107066,16/03/2026,3,3am - 6am,Monday,LANE-105,CUST-003,SRV-04,11438,2,1
SHP-107067,14/03/2026,11,9am - 12pm,Saturday,LANE-102,CUST-001,SRV-01,2098,10,1
SHP-107068,16/03/2026,6,6am - 9am,Monday,LANE-101,CUST-004,SRV-01,14288,6,1
SHP-107069,27/03/2026,6,6am - 9am,Friday,LANE-106,CUST-003,SRV-03,23859,23,1
SHP-107070,02/03/2026,8,6am - 9am,Monday,LANE-107,CUST-005,SRV-03,8250,8,1
SHP-107071,24/03/2026,9,9am - 12pm,Tuesday,LANE-102,CUST-006,SRV-03,6055,5,1
SHP-107072,15/03/2026,14,12pm - 3pm,Sunday,LANE-101,CUST-006,SRV-02,21097,8,1
SHP-107073,11/03/2026,5,3am - 6am,Wednesday,LANE-102,CUST-004,SRV-01,17193,3,1
SHP-107074,13/03/2026,11,9am - 12pm,Friday,LANE-105,CUST-006,SRV-03,20866,6,1
SHP-107075,04/03/2026,6,6am - 9am,Wednesday,LANE-103,CUST-006,SRV-04,24619,8,1
SHP-107076,24/03/2026,13,12pm - 3pm,Tuesday,LANE-102,CUST-006,SRV-01,18144,14,1
SHP-107077,01/03/2026,14,12pm - 3pm,Sunday,LANE-102,CUST-004,SRV-04,17593,2,1
SHP-107078,15/03/2026,12,12pm - 3pm,Sunday,LANE-101,CUST-001,SRV-01,10537,17,1
SHP-107079,12/03/2026,16,3pm - 6pm,Thursday,LANE-102,CUST-005,SRV-03,14067,1,1
SHP-107080,21/03/2026,8,6am - 9am,Saturday,LANE-103,CUST-006,SRV-03,8020,0,1
SHP-107081,09/03/2026,16,3pm - 6pm,Monday,LANE-104,CUST-004,SRV-02,13744,22,1
SHP-107082,07/03/2026,9,9am - 12pm,Saturday,LANE-102,CUST-003,SRV-02,2335,0,1
SHP-107083,03/03/2026,10,9am - 12pm,Tuesday,LANE-106,CUST-001,SRV-01,11252,23,1
SHP-107084,16/03/2026,14,12pm - 3pm,Monday,LANE-103,CUST-001,SRV-01,20530,40,1
SHP-107085,04/03/2026,1,12am - 3am,Wednesday,LANE-103,CUST-001,SRV-02,19886,14,1
SHP-107086,26/03/2026,15,3pm - 6pm,Thursday,LANE-104,CUST-006,SRV-01,17014,8,1
SHP-107087,23/03/2026,14,12pm - 3pm,Monday,LANE-101,CUST-002,SRV-02,2176,9,1
SHP-107088,14/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-004,SRV-01,17022,7,1
SHP-107089,22/03/2026,5,3am - 6am,Sunday,LANE-102,CUST-006,SRV-01,16432,5,1
SHP-107090,13/03/2026,5,3am - 6am,Friday,LANE-101,CUST-005,SRV-02,1279,8,1
SHP-107091,29/03/2026,18,6pm - 9pm,Sunday,LANE-102,CUST-005,SRV-01,22597,3,1
SHP-107092,20/03/2026,15,3pm - 6pm,Friday,LANE-104,CUST-002,SRV-02,8643,2,1
SHP-107093,19/03/2026,6,6am - 9am,Thursday,LANE-106,CUST-006,SRV-02,23444,4,1
SHP-107094,27/03/2026,8,6am - 9am,Friday,LANE-104,CUST-003,SRV-01,16924,0,1
SHP-107095,02/03/2026,13,12pm - 3pm,Monday,LANE-104,CUST-004,SRV-03,17655,6,1
SHP-107096,10/03/2026,17,3pm - 6pm,Tuesday,LANE-106,CUST-001,SRV-02,727,0,1
SHP-107097,28/03/2026,4,3am - 6am,Saturday,LANE-105,CUST-002,SRV-03,23977,1,1
SHP-107098,25/03/2026,7,6am - 9am,Wednesday,LANE-102,CUST-002,SRV-03,14943,6,1
SHP-107099,19/03/2026,17,3pm - 6pm,Thursday,LANE-104,CUST-004,SRV-03,13242,14,1
SHP-107100,15/03/2026,0,12am - 3am,Sunday,LANE-102,CUST-005,SRV-01,13638,9,1
SHP-107101,07/03/2026,6,6am - 9am,Saturday,LANE-104,CUST-006,SRV-01,2668,4,1
SHP-107102,15/03/2026,19,6pm - 9pm,Sunday,LANE-103,CUST-004,SRV-02,10041,0,1
SHP-107103,17/03/2026,14,12pm - 3pm,Tuesday,LANE-102,CUST-005,SRV-02,3479,6,1
SHP-107104,24/03/2026,7,6am - 9am,Tuesday,LANE-101,CUST-004,SRV-03,10285,28,1
SHP-107105,16/03/2026,5,3am - 6am,Monday,LANE-104,CUST-005,SRV-04,23113,2,1
SHP-107106,17/03/2026,2,12am - 3am,Tuesday,LANE-105,CUST-006,SRV-01,19353,23,1
SHP-107107,28/03/2026,7,6am - 9am,Saturday,LANE-104,CUST-002,SRV-02,24606,17,1
SHP-107108,16/03/2026,17,3pm - 6pm,Monday,LANE-101,CUST-005,SRV-02,3265,9,1
SHP-107109,18/03/2026,8,6am - 9am,Wednesday,LANE-107,CUST-004,SRV-03,15864,7,1
SHP-107110,17/03/2026,16,3pm - 6pm,Tuesday,LANE-101,CUST-003,SRV-01,24069,12,1
SHP-107111,04/03/2026,18,6pm - 9pm,Wednesday,LANE-106,CUST-004,SRV-02,15633,16,1
SHP-107112,02/03/2026,8,6am - 9am,Monday,LANE-105,CUST-002,SRV-04,15493,18,1
SHP-107113,17/03/2026,6,6am - 9am,Tuesday,LANE-101,CUST-005,SRV-04,17292,14,1
SHP-107114,17/03/2026,11,9am - 12pm,Tuesday,LANE-101,CUST-005,SRV-02,24296,5,1
SHP-107115,31/03/2026,18,6pm - 9pm,Tuesday,LANE-102,CUST-005,SRV-01,12655,0,1
SHP-107116,02/03/2026,17,3pm - 6pm,Monday,LANE-107,CUST-002,SRV-03,7503,7,1
SHP-107117,22/03/2026,5,3am - 6am,Sunday,LANE-107,CUST-006,SRV-01,1330,1,1
SHP-107118,02/03/2026,15,3pm - 6pm,Monday,LANE-101,CUST-004,SRV-04,6229,7,1
SHP-107119,29/03/2026,13,12pm - 3pm,Sunday,LANE-102,CUST-005,SRV-03,17548,7,1
SHP-107120,15/03/2026,18,6pm - 9pm,Sunday,LANE-101,CUST-003,SRV-04,12980,8,1
SHP-107121,29/03/2026,6,6am - 9am,Sunday,LANE-102,CUST-006,SRV-01,14942,33,1
SHP-107122,28/03/2026,12,12pm - 3pm,Saturday,LANE-107,CUST-003,SRV-02,5166,11,1
SHP-107123,28/03/2026,17,3pm - 6pm,Saturday,LANE-107,CUST-001,SRV-01,6453,0,1
SHP-107124,16/03/2026,8,6am - 9am,Monday,LANE-103,CUST-003,SRV-04,22741,15,1
SHP-107125,11/03/2026,10,9am - 12pm,Wednesday,LANE-101,CUST-001,SRV-03,6322,14,1
SHP-107126,29/03/2026,5,3am - 6am,Sunday,LANE-103,CUST-005,SRV-01,12543,18,1
SHP-107127,02/03/2026,7,6am - 9am,Monday,LANE-102,CUST-002,SRV-01,2207,5,1
SHP-107128,08/03/2026,7,6am - 9am,Sunday,LANE-107,CUST-002,SRV-03,11049,29,1
SHP-107129,21/03/2026,18,6pm - 9pm,Saturday,LANE-106,CUST-002,SRV-02,7465,13,1
SHP-107130,30/03/2026,7,6am - 9am,Monday,LANE-102,CUST-005,SRV-01,2121,2,1
SHP-107131,31/03/2026,9,9am - 12pm,Tuesday,LANE-101,CUST-005,SRV-01,18014,14,1
SHP-107132,24/03/2026,15,3pm - 6pm,Tuesday,LANE-107,CUST-004,SRV-03,14226,6,1
SHP-107133,12/03/2026,6,6am - 9am,Thursday,LANE-104,CUST-006,SRV-01,21972,6,1
SHP-107134,14/03/2026,10,9am - 12pm,Saturday,LANE-103,CUST-003,SRV-01,21027,0,1
SHP-107135,28/03/2026,16,3pm - 6pm,Saturday,LANE-102,CUST-005,SRV-03,22907,13,1
SHP-107136,14/03/2026,17,3pm - 6pm,Saturday,LANE-101,CUST-003,SRV-02,18755,5,1
SHP-107137,24/03/2026,14,12pm - 3pm,Tuesday,LANE-101,CUST-002,SRV-01,10817,10,1
SHP-107138,12/03/2026,15,3pm - 6pm,Thursday,LANE-101,CUST-003,SRV-04,19979,26,1
SHP-107139,02/03/2026,6,6am - 9am,Monday,LANE-104,CUST-004,SRV-02,19910,5,1
SHP-107140,14/03/2026,18,6pm - 9pm,Saturday,LANE-104,CUST-002,SRV-03,22382,2,1
SHP-107141,23/03/2026,6,6am - 9am,Monday,LANE-105,CUST-003,SRV-01,5737,9,1
SHP-107142,25/03/2026,16,3pm - 6pm,Wednesday,LANE-101,CUST-004,SRV-01,6924,63,1
SHP-107143,12/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-006,SRV-01,9571,7,1
SHP-107144,24/03/2026,18,6pm - 9pm,Tuesday,LANE-104,CUST-003,SRV-03,4100,7,1
SHP-107145,29/03/2026,16,3pm - 6pm,Sunday,LANE-103,CUST-004,SRV-01,11095,0,1
SHP-107146,09/03/2026,16,3pm - 6pm,Monday,LANE-106,CUST-003,SRV-01,4149,5,1
SHP-107147,29/03/2026,7,6am - 9am,Sunday,LANE-103,CUST-002,SRV-01,10848,46,1
SHP-107148,08/03/2026,9,9am - 12pm,Sunday,LANE-103,CUST-002,SRV-03,24014,7,1
SHP-107149,20/03/2026,14,12pm - 3pm,Friday,LANE-103,CUST-001,SRV-03,13533,0,1
SHP-107150,16/03/2026,16,3pm - 6pm,Monday,LANE-105,CUST-004,SRV-01,17531,18,1
SHP-107151,10/03/2026,6,6am - 9am,Tuesday,LANE-101,CUST-003,SRV-03,20401,24,1
SHP-107152,07/03/2026,19,6pm - 9pm,Saturday,LANE-107,CUST-006,SRV-01,13553,14,1
SHP-107153,15/03/2026,17,3pm - 6pm,Sunday,LANE-105,CUST-003,SRV-01,7448,4,1
SHP-107154,25/03/2026,7,6am - 9am,Wednesday,LANE-106,CUST-003,SRV-03,11512,4,1
SHP-107155,09/03/2026,17,3pm - 6pm,Monday,LANE-107,CUST-005,SRV-03,4769,11,1
SHP-107156,04/03/2026,11,9am - 12pm,Wednesday,LANE-101,CUST-004,SRV-03,14327,15,1
SHP-107157,31/03/2026,9,9am - 12pm,Tuesday,LANE-104,CUST-003,SRV-01,2350,16,1
SHP-107158,23/03/2026,7,6am - 9am,Monday,LANE-103,CUST-001,SRV-01,21049,25,1
SHP-107159,06/03/2026,13,12pm - 3pm,Friday,LANE-103,CUST-002,SRV-01,24080,12,1
SHP-107160,28/03/2026,16,3pm - 6pm,Saturday,LANE-101,CUST-005,SRV-01,18683,10,1
SHP-107161,12/03/2026,8,6am - 9am,Thursday,LANE-107,CUST-005,SRV-02,1827,7,1
SHP-107162,15/03/2026,14,12pm - 3pm,Sunday,LANE-107,CUST-002,SRV-02,18749,25,1
SHP-107163,19/03/2026,15,3pm - 6pm,Thursday,LANE-104,CUST-006,SRV-01,23510,5,1
SHP-107164,26/03/2026,16,3pm - 6pm,Thursday,LANE-102,CUST-006,SRV-02,6704,4,1
SHP-107165,22/03/2026,4,3am - 6am,Sunday,LANE-105,CUST-005,SRV-01,7976,21,1
SHP-107166,24/03/2026,17,3pm - 6pm,Tuesday,LANE-105,CUST-001,SRV-02,9697,5,1
SHP-107167,02/03/2026,9,9am - 12pm,Monday,LANE-104,CUST-001,SRV-01,12931,27,1
SHP-107168,31/03/2026,7,6am - 9am,Tuesday,LANE-101,CUST-002,SRV-03,6335,13,1
SHP-107169,28/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-004,SRV-03,11020,32,1
SHP-107170,19/03/2026,10,9am - 12pm,Thursday,LANE-104,CUST-006,SRV-02,13250,1,1
SHP-107171,24/03/2026,17,3pm - 6pm,Tuesday,LANE-101,CUST-005,SRV-02,20403,2,1
SHP-107172,31/03/2026,8,6am - 9am,Tuesday,LANE-105,CUST-003,SRV-01,1985,35,1
SHP-107173,20/03/2026,16,3pm - 6pm,Friday,LANE-101,CUST-006,SRV-04,19631,19,1
SHP-107174,20/03/2026,5,3am - 6am,Friday,LANE-107,CUST-003,SRV-03,10809,10,1
SHP-107175,02/03/2026,10,9am - 12pm,Monday,LANE-106,CUST-001,SRV-03,1846,22,1
SHP-107176,15/03/2026,22,9pm - 12am,Sunday,LANE-102,CUST-004,SRV-04,992,14,1
SHP-107177,27/03/2026,16,3pm - 6pm,Friday,LANE-101,CUST-004,SRV-03,13316,7,1
SHP-107178,26/03/2026,7,6am - 9am,Thursday,LANE-104,CUST-006,SRV-02,2023,14,1
SHP-107179,12/03/2026,11,9am - 12pm,Thursday,LANE-103,CUST-005,SRV-01,15987,6,1
SHP-107180,29/03/2026,7,6am - 9am,Sunday,LANE-101,CUST-006,SRV-01,11491,36,1
SHP-107181,01/03/2026,8,6am - 9am,Sunday,LANE-103,CUST-005,SRV-02,13206,8,1
SHP-107182,23/03/2026,16,3pm - 6pm,Monday,LANE-107,CUST-002,SRV-03,12088,1,1
SHP-107183,14/03/2026,16,3pm - 6pm,Saturday,LANE-101,CUST-001,SRV-02,1201,5,1
SHP-107184,04/03/2026,7,6am - 9am,Wednesday,LANE-102,CUST-002,SRV-02,23121,11,1
SHP-107185,22/03/2026,18,6pm - 9pm,Sunday,LANE-103,CUST-002,SRV-01,18373,6,1
SHP-107186,24/03/2026,13,12pm - 3pm,Tuesday,LANE-105,CUST-004,SRV-03,15303,37,1
SHP-107187,11/03/2026,8,6am - 9am,Wednesday,LANE-101,CUST-005,SRV-01,12302,37,1
SHP-107188,07/03/2026,11,9am - 12pm,Saturday,LANE-105,CUST-003,SRV-03,13983,11,1
SHP-107189,13/03/2026,14,12pm - 3pm,Friday,LANE-101,CUST-002,SRV-01,9796,0,1
SHP-107190,14/03/2026,12,12pm - 3pm,Saturday,LANE-106,CUST-001,SRV-03,23090,6,1
SHP-107191,07/03/2026,10,9am - 12pm,Saturday,LANE-104,CUST-002,SRV-03,9131,12,1
SHP-107192,22/03/2026,11,9am - 12pm,Sunday,LANE-103,CUST-003,SRV-03,23163,27,1
SHP-107193,11/03/2026,6,6am - 9am,Wednesday,LANE-106,CUST-003,SRV-02,18111,2,1
SHP-107194,20/03/2026,17,3pm - 6pm,Friday,LANE-105,CUST-001,SRV-02,21750,1,1
SHP-107195,20/03/2026,12,12pm - 3pm,Friday,LANE-105,CUST-006,SRV-01,8352,14,1
SHP-107196,25/03/2026,6,6am - 9am,Wednesday,LANE-102,CUST-003,SRV-03,4034,3,1
SHP-107197,11/03/2026,16,3pm - 6pm,Wednesday,LANE-104,CUST-003,SRV-02,18842,25,1
SHP-107198,21/03/2026,18,6pm - 9pm,Saturday,LANE-101,CUST-006,SRV-04,23862,24,1
SHP-107199,09/03/2026,18,6pm - 9pm,Monday,LANE-106,CUST-003,SRV-01,2955,9,1
SHP-107200,31/03/2026,8,6am - 9am,Tuesday,LANE-103,CUST-002,SRV-02,22449,8,1
SHP-107201,27/03/2026,6,6am - 9am,Friday,LANE-106,CUST-001,SRV-02,18677,0,1
SHP-107202,28/03/2026,11,9am - 12pm,Saturday,LANE-101,CUST-002,SRV-02,23224,65,1
SHP-107203,25/03/2026,6,6am - 9am,Wednesday,LANE-101,CUST-006,SRV-01,14679,3,1
SHP-107204,04/03/2026,18,6pm - 9pm,Wednesday,LANE-104,CUST-001,SRV-01,885,6,1
SHP-107205,02/03/2026,6,6am - 9am,Monday,LANE-101,CUST-003,SRV-02,18225,11,1
SHP-107206,02/03/2026,7,6am - 9am,Monday,LANE-101,CUST-003,SRV-03,2046,6,1
SHP-107207,25/03/2026,8,6am - 9am,Wednesday,LANE-107,CUST-005,SRV-03,19711,20,1
SHP-107208,09/03/2026,8,6am - 9am,Monday,LANE-101,CUST-003,SRV-01,21992,0,1
SHP-107209,19/03/2026,17,3pm - 6pm,Thursday,LANE-102,CUST-001,SRV-02,2374,17,1
SHP-107210,15/03/2026,9,9am - 12pm,Sunday,LANE-107,CUST-004,SRV-02,5959,3,1
SHP-107211,21/03/2026,6,6am - 9am,Saturday,LANE-101,CUST-001,SRV-02,3371,13,1
SHP-107212,21/03/2026,7,6am - 9am,Saturday,LANE-103,CUST-003,SRV-01,20498,18,1
SHP-107213,18/03/2026,11,9am - 12pm,Wednesday,LANE-105,CUST-003,SRV-03,6802,20,1
SHP-107214,16/03/2026,6,6am - 9am,Monday,LANE-107,CUST-004,SRV-01,8504,11,1
SHP-107215,02/03/2026,14,12pm - 3pm,Monday,LANE-105,CUST-003,SRV-01,19611,16,1
SHP-107216,26/03/2026,13,12pm - 3pm,Thursday,LANE-106,CUST-005,SRV-01,13054,16,1
SHP-107217,12/03/2026,16,3pm - 6pm,Thursday,LANE-101,CUST-004,SRV-01,10407,0,1
SHP-107218,29/03/2026,18,6pm - 9pm,Sunday,LANE-101,CUST-002,SRV-03,14347,11,1
SHP-107219,01/03/2026,18,6pm - 9pm,Sunday,LANE-105,CUST-006,SRV-01,22691,4,1
SHP-107220,02/03/2026,18,6pm - 9pm,Monday,LANE-105,CUST-005,SRV-03,23345,7,1
SHP-107221,14/03/2026,7,6am - 9am,Saturday,LANE-104,CUST-001,SRV-03,3922,12,1
SHP-107222,27/03/2026,6,6am - 9am,Friday,LANE-105,CUST-006,SRV-02,21493,30,1
SHP-107223,07/03/2026,7,6am - 9am,Saturday,LANE-106,CUST-006,SRV-03,3332,13,1
SHP-107224,17/03/2026,18,6pm - 9pm,Tuesday,LANE-103,CUST-005,SRV-01,12591,6,1
SHP-107225,15/03/2026,20,6pm - 9pm,Sunday,LANE-107,CUST-005,SRV-01,11946,5,1
SHP-107226,17/03/2026,17,3pm - 6pm,Tuesday,LANE-104,CUST-003,SRV-03,22564,4,1
SHP-107227,09/03/2026,6,6am - 9am,Monday,LANE-103,CUST-002,SRV-04,13758,11,1
SHP-107228,13/03/2026,18,6pm - 9pm,Friday,LANE-103,CUST-004,SRV-02,23915,13,1
SHP-107229,02/03/2026,8,6am - 9am,Monday,LANE-105,CUST-006,SRV-02,17255,31,1
SHP-107230,27/03/2026,0,12am - 3am,Friday,LANE-104,CUST-005,SRV-01,2018,1,1
SHP-107231,15/03/2026,9,9am - 12pm,Sunday,LANE-106,CUST-006,SRV-02,9421,35,1
SHP-107232,20/03/2026,4,3am - 6am,Friday,LANE-105,CUST-003,SRV-02,20615,8,1
SHP-107233,11/03/2026,12,12pm - 3pm,Wednesday,LANE-103,CUST-005,SRV-01,18619,13,1
SHP-107234,19/03/2026,8,6am - 9am,Thursday,LANE-107,CUST-002,SRV-03,21357,13,1
